email|amount|accountA|accountB|currency
Goodmorning Wendy Wilson, I have a client in need of a money transfer. Could you transfer 1735062 GHS from account G9CD49HUhNoi to account 8kqpqpsiiaae. Please let me know as soon as this is complete. Thanks!|1735062|G9CD49HUhNoi|8kqpqpsiiaae|GHS
Hey! Jasmine Johnson It's Dr. Roberta Dunn. Can you help me do something? I need to transfer $ 2921017 SEK from this account 632290460 to my other account 593904793. Will you let me know once everything is done?|2921017|632290460|593904793|SEK
Dear Tina Gonzalez could you move $ 8048346 NOK from 175604765 into account 373986414. When will these funds be fully processed?|8048346|175604765|373986414|NOK
Please move 2793091 BSD dollars from account 977 to 141.|2793091|977|141|BSD
We need to take the following action immediately! Move $ 7009314 DKK into account 876895800 from account 342856040!|7009314|342856040|876895800|DKK
Hello, please help me move 49658 KRW from m4fOald4t22 to account 5etxotzcvkt8 Can this be done? When? Thanks.|49658|m4fOald4t22|5etxotzcvkt8|KRW
Dear Gerald Berry, we need a transfer of $ 6077506 SVCfrom the corporate account m9FNcD2k3to my client's personal account kz9zlz4nfp5d. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|6077506|m9FNcD2k3|kz9zlz4nfp5d|SVC
Goodmorning Rebecca Walker, I have a client in need of a money transfer. Could you transfer 3797741 CUP from account UHrx6h to account t8gpjo. Please let me know as soon as this is complete. Thanks!|3797741|UHrx6h|t8gpjo|CUP
Move money from account 4FB5824306CH to account S6E of the amount $ 211684 QAR. Thank you!|211684|4FB5824306CH|S6E|QAR
Hey Marcia Martinez DVM! Please move $ 2422649 PHP from account QYJMH to account 1OOES3O8. Thanks! Send me an email back when it's done! Thanks :D :D|2422649|QYJMH|1OOES3O8|PHP
Hey! Christopher Morgan It's Jill Brown. I would really appreciate if you could help me with something. I need to transfer $ 8901058 PAB from my personal bank account fcBhKlqi to my restaurant's business account, 9ensz4rivmko. Will you let me know once everything is done? I'm really sorry, but this is really urgent. PLEASE send me notice when it is done.|8901058|fcBhKlqi|9ensz4rivmko|PAB
Dear madam/sir, I, Jesse Reed am currently the account holder of the following bank accounts that are in need of a transfer. Please move $ 4542522 ARN to 679050436 from 864420131. For some reason, this transfer will not go through when I do it. Thanks, Jesse Reed|4542522|864420131|679050436|ARN
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 571015 BGN from my savings account called 780452715 to my checking account 381513075. How will I know once this is completed? Will I be receiving confirmation via email? Best, Jesus Patton|571015|780452715|381513075|BGN
Dear Tiffany Charles, I am here to inform you of a bank transfer that my client is requesting. Could you move $ 959315 SVC from P2fK31fOr into account eknxunvancku. When will these funds be available? My client needs this to be completed as soon as possible.|959315|P2fK31fOr|eknxunvancku|SVC
dear Frederick Patton DDS can you make sure to mpve this amount 8545607 LKR dollars from account 797348794 to 464922813|8545607|797348794|464922813|LKR
Please move 3920972 ALL from o9o2BMz3I to account msek2lmobx. Thank you very much. Sincerely, Roy Ford|3920972|o9o2BMz3I|msek2lmobx|ALL
Please transfer $ 2389669 NGN from account O to account d. Thank you!|2389669|O|d|NGN
Hey!!! Jack James. Can you transfer $ 5198489 COP from this account 2oFHIwp to my other account nmozxd. Thanks! Best Regards, David Riley|5198489|2oFHIwp|nmozxd|COP
We need to take the following action immediately! Move $ 442990 MZN into account 235545792 from account 606767180!|442990|606767180|235545792|MZN
Hey Joseph Wood, I need to transfer 89571 IRR from account F5P7ZNVR1RO7 into ZDUALNEGWHJA. We need this done ASAP. Thank you.|89571|F5P7ZNVR1RO7|ZDUALNEGWHJA|IRR
Dear Jennifer Herrera, I am here to inform you of a bank transfer that my client is requesting. Could you move $ 3676462 MNT from 8y5GvUgt into account yrjesybpwm. When will these funds be available? My client needs this to be completed as soon as possible.|3676462|8y5GvUgt|yrjesybpwm|MNT
We need this ASAP! Move $ 9360839 XCD into account MMG7XW9JTX from account WTM60HU91NL!|9360839|WTM60HU91NL|MMG7XW9JTX|XCD
Wendy Pacheco, can u move this amt 2519246 VEF from 305478624 to this acct 341559447, asap pls. thx|2519246|305478624|341559447|VEF
Hello, this is an email regarding a transfer that I need assistance with. Please help me move 9270598 ALL from 696387088. The funds need to be transferred to the account 735562795. Can this be done? and when? Let me know if you need additional details. Thanks.|9270598|696387088|735562795|ALL
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 3471979 TRY into account d7aggnm61xd5 from account zRgG0fTXkF. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|3471979|zRgG0fTXkF|d7aggnm61xd5|TRY
Please transfer $ 9781981 NOK from account 84OEq to account 62BLy. Thank you!|9781981|84OEq|62BLy|NOK
Please move 4152684 ANG dollars from account Og to vu.|4152684|Og|vu|ANG
Please transfer $ 2958989 AUD from account WpOB to account NgPp. Thank you!|2958989|WpOB|NgPp|AUD
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 670873 RUB into account 561633023 from account 654298639. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|670873|654298639|561633023|RUB
Hi Brandi Brown could you transfer 1751944 ZAR from account XKHD to account U9Y.|1751944|XKHD|U9Y|ZAR
To whom it may concern: Hi, I have a client who needs assistance with a transfer. We need to move $ 2475614 CAD dollars as soon as possible. Would be great if you could move it from Bv44UkCH to pm0l6. How soon can this be done, and when will the funds be fully processed? Sincerely, Samuel Hernandez|2475614|Bv44UkCH|pm0l6|CAD
Hey Lauren Haas, I need to transfer 3241400 JPY from account 246108072 into 672727632. We need this done ASAP. Please double check and make sure that everything is correct before the transfer is placed. I have provided the details above. Please contact me after this is done. Thanks.|3241400|246108072|672727632|JPY
Please move 9828154 GTQ dollars from account 342Emw to 374gkH.|9828154|342Emw|374gkH|GTQ
Dear Jeremy Lawson, I am here to inform you of a bank transfer that my client is requesting. Could you move $ 9625207 SCR from 828855939 into account 932010868. When will these funds be available? My client needs this to be completed as soon as possible.|9625207|828855939|932010868|SCR
Please move 3694430 ARN dollars from account Zs to cm.|3694430|Zs|cm|ARN
Please move 548589 NPR from djvM7Z0qM to account 9jl6oy. Thank you very much. Sincerely,Kimberly Strickland|548589|djvM7Z0qM|9jl6oy|NPR
Hello. This email is provided at our customer's request to do the following transfer. Can you please transfer 8695177 FKP and move this amount to nnsfzy from 0y0mtWcha. Please email back when the proces is complete. Thank you!|8695177|0y0mtWcha|nnsfzy|FKP
Hello, hope you are doing well. Could you please transfer 2839932 BAM from L6IR0a to account ya98fbell0, and let me know as soon as this is done.|2839932|L6IR0a|ya98fbell0|BAM
Please transfer $ 2633863 GGP from account 586yeW to account 247ojT. Thank you!|2633863|586yeW|247ojT|GGP
Please transfer $ 5599573 ARN from account 20Qsk to account 70raJ. Thank you!|5599573|20Qsk|70raJ|ARN
Hi. I need help with a money transfer, I'd like this to be as soon as possible. Could you transfer$ 2054545 TWD from account aDMWDgHwW2WC to account 2jsmbjirkszh. Thanks and please contact me after it is finished.|2054545|aDMWDgHwW2WC|2jsmbjirkszh|TWD
Please transfer $ 5995608 BBD from account Tuo to account Qw. Thank you!|5995608|Tuo|Qw|BBD
HiGerald Robinson could you transfer $ 4168110 IRR from BFU7N57Bto U9TU. Thank you so much. Best Regards, Dawn Johnson|4168110|BFU7N57B|U9TU|IRR
Please transfer $ 1999189 MYR from account tNS421 to account Zbe378. Thank you!|1999189|tNS421|Zbe378|MYR
Please move 5480195 VEF dollars from account 638YhH to 628EPW.|5480195|638YhH|628EPW|VEF
Hey!!! Ashley Simon. Can you transfer $ 3517051 KRW from this account 17q5QlYnn to my other account yytjez. Thanks! Best Regards, Mary Hubbard|3517051|17q5QlYnn|yytjez|KRW
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 526524 DKK from my savings account called 386611432 to my checking account 039183881. How will I know once this is completed? Will I be receiving confirmation via email? Best, Brian Robinson|526524|386611432|039183881|DKK
HiLisa Carter could you transfer $ 9386071 MNT from fRDI3f3to gwz3ccsa5m1. Thank you so much. Best Regards, Patricia Maldonado|9386071|fRDI3f3|gwz3ccsa5m1|MNT
Hello. $ 3532088 SGD needs to be moved from account kxGJ6CUp to this account o1dtcgwfs. Thanks!Joshua Finley|3532088|kxGJ6CUp|o1dtcgwfs|SGD
Hello Patricia Miller, hope you are doing well. I am contacting you in need of assistance with a monetary transfer. We need a transfer of $ 4710721 IRR, unless there is a maximum amount that can be performed per transfer. Please move this amount from 662927920 to account 002182002. Can this transaction be done? Let me know. Best, Karen Chavez|4710721|662927920|002182002|IRR
Hi, I have attempted (unsuccessfully) to conduct the following transfer. I'd like to submit a transfer request, please take account Dgey158U and move $ 317785 PYG to account pjk0dgyd5. I'm going to need this done as soon as you get the chance. I also will need a confirmation of this as soon as it is processed.David Bowman|317785|Dgey158U|pjk0dgyd5|PYG
Good evening. I have a question regarding monetary transfers, can funds be transferred from corporate accounts to personal accounts? If so, please assist with a transfer of $ 7205560 SGD into a83vcpt from corporate account Y5ozw1. Thanks.|7205560|Y5ozw1|a83vcpt|SGD
Hi Kenneth Singleton, this email is to authorize a payment transfer request. We are in need of assistance, could you transfer $ 7833352 PKR from 4Nq6asto 7r4wincyyy. This is of utmost importance because we have multiple clients waiting for these funds. Thank you so much. Best Regards, Dylan Jackson|7833352|4Nq6as|7r4wincyyy|PKR
Please transfer $ 5556112 DKK from account q to account R. Thank you!|5556112|q|R|DKK
Hello Donna Gay, hope you are doing well. I am contacting you in need of assistance with a monetary transfer. We need a transfer of $ 5093924 PYG, unless there is a maximum amount that can be performed per transfer. Please move this amount from 329433509 to account 642565142. Can this transaction be done? Let me know. Best, Seth Becker|5093924|329433509|642565142|PYG
Please move 1523923 RSD dollars from account 19 to 3.|1523923|19|3|RSD
Please move 5968540 HUF dollars from account Akd to Ven.|5968540|Akd|Ven|HUF
dear Jessica Jennings, could you please take $ 3617853 ZAR from acct RXVP32H to acct IN1CR85J2A.|3617853|RXVP32H|IN1CR85J2A|ZAR
Please transfer $ 892014 SHP from account avO to account CbA. Thank you!|892014|avO|CbA|SHP
Please transfer $ 9120828 UAH from account Vby740 to account tmN251. Thank you!|9120828|Vby740|tmN251|UAH
Move $ 849040 HKD into account KB9T4ZA81 from P29WTV98MCA|849040|P29WTV98MCA|KB9T4ZA81|HKD
Please move 9615425 NGN dollars from account XuK347 to ZhP612.|9615425|XuK347|ZhP612|NGN
Hello, how are you? I need to move $ 7955966 EUR from 64PYO1B02KA to FQMDWSRXVYB.|7955966|64PYO1B02KA|FQMDWSRXVYB|EUR
Please transfer $ 7156790 LKR from account 28afZ to account 01YTK. Thank you!|7156790|28afZ|01YTK|LKR
Please move 8947582 MUR dollars from account wJfz to Ysr.|8947582|wJfz|Ysr|MUR
Hello, this email is to confirm a monetary transfer request on behalf of my client, Kevin Rice. Please move 9628734 IMP from my clients personal account,tXgz3t, to the corporate account, kr12j6. Thank you very much. Sincerely,Brian Martinez|9628734|tXgz3t|kr12j6|IMP
Please transfer $ 3749393 MXN from account DQNT to account OVv. Thank you!|3749393|DQNT|OVv|MXN
Dear Richard Garcia, I am here to inform you of a bank transfer that my client is requesting. Could you move $ 309841 OMR from 131145569 into account 878810642. When will these funds be available? My client needs this to be completed as soon as possible.|309841|131145569|878810642|OMR
Please move 6730148 BYN dollars from account rY to SK.|6730148|rY|SK|BYN
Please move 7506020 BAM dollars from account UA to Ll.|7506020|UA|Ll|BAM
Dear Joy Weber, we need a transfer of $ 9366864 LRDfrom the corporate account 629788789to my client's personal account 091994265. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|9366864|629788789|091994265|LRD
Move money from account 2CZYGWD5BPZ to account GB94QX7G4HG3 of the amount $ 9264308 RSD. Thank you!|9264308|2CZYGWD5BPZ|GB94QX7G4HG3|RSD
Good evening. Will you help me with a money transfer? I need to move $ 7839593 SYP into uxqwjnvx7qdo from account Hr8kc8S9. Thanks.|7839593|Hr8kc8S9|uxqwjnvx7qdo|SYP
